Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
05/22/2024,Sell,TNDM,TANDEM DIABETES CARE,200,$51.75,$0.11,"$10,349.89"
05/22/2024,Buy to Close,TNDM 06/21/2024 50.00 C,CALL TANDEM DIABETES CAR$50 EXP 06/21/24,2,$5.30,$1.32,"-$1,061.32"
05/22/2024,Buy to Open,META 05/31/2024 500.00 C,CALL META PLATFORMS INC $500 EXP 05/31/24,3,$1.19,$1.98,-$358.98
05/22/2024,Buy,TNDM,TANDEM DIABETES CARE,200,$51.6999,,"-$10,339.98"
05/22/2024,Sell to Open,TNDM 06/21/2024 50.00 C,CALL TANDEM DIABETES CAR$50 EXP 06/21/24,2,$5.20,$1.34,"$1,038.66"
05/22/2024,Buy to Open,TSLA 05/31/2024 200.00 C,CALL TESLA INC $200 EXP 05/31/24,3,$0.84,$1.98,-$253.98
05/21/2024,Sell to Close,TNDM 06/21/2024 42.50 P,PUT TANDEM DIABETES CARE$42.5 EXP 06/21/24,3,$1.20,$1.99,$358.01
05/21/2024,Buy to Open,TNDM 06/21/2024 42.50 P,PUT TANDEM DIABETES CARE$42.5 EXP 06/21/24,3,$1.21,$1.98,-$364.98
05/21/2024,Sell to Close,TSLA 05/24/2024 177.50 P,PUT TESLA INC $177.5 EXP 05/24/24,2,$0.78,$1.33,$154.67
05/21/2024,Sell to Close,LRCX 05/24/2024 1000.00 C,CALL LAM RESEARCH CORP $1000 EXP 05/24/24,1,$4.80,$0.66,$479.34
05/21/2024,Buy to Open,TSLA 05/24/2024 177.50 P,PUT TESLA INC $177.5 EXP 05/24/24,2,$1.61,$1.32,-$323.32
05/21/2024,Buy to Open,AVGO 05/24/2024 1480.00 C,CALL BROADCOM INC $1480 EXP 05/24/24,1,$4.90,$0.66,-$490.66
05/21/2024,Sell to Close,TNDM 06/21/2024 50.00 C,CALL TANDEM DIABETES CAR$50 EXP 06/21/24,2,$4.10,$1.34,$818.66
05/21/2024,Buy to Open,LRCX 05/24/2024 1000.00 C,CALL LAM RESEARCH CORP $1000 EXP 05/24/24,1,$3.95,$0.66,-$395.66
05/20/2024,Sell,NVDA,NVIDIA CORP,15,$946.06,$0.11,"$14,190.79"
05/20/2024,Sell to Close,SLV 09/20/2024 28.00 C,CALL ISHR SILVER TR $28 EXP 09/20/24,2,$2.96,$1.33,$590.67
05/20/2024,Sell,MSTR,MICROSTRATEGY INC CLASS A,5,"$1,717.00",$0.07,"$8,584.93"
05/20/2024,Sell to Close,TNDM 06/21/2024 52.50 C,CALL TANDEM DIABETES CAR$52.5 EXP 06/21/24,2,$3.10,$1.33,$618.67
05/20/2024,Buy to Open,TNDM 06/21/2024 52.50 C,CALL TANDEM DIABETES CAR$52.5 EXP 06/21/24,2,$2.00,$1.32,-$401.32
05/20/2024,Sell,SLNA,SELINA HOSPITALITY PLC F,"1,000",$0.1269,$0.17,$126.77
05/20/2024,Buy to Open,TNDM 06/21/2024 50.00 C,CALL TANDEM DIABETES CAR$50 EXP 06/21/24,2,$2.61,$1.32,-$523.32
05/20/2024,Buy to Open,SLV 09/20/2024 28.00 C,CALL ISHR SILVER TR $28 EXP 09/20/24,2,$3.19,$1.32,-$639.32
05/20/2024,Sell to Close,META 05/24/2024 480.00 C,CALL META PLATFORMS INC $480 EXP 05/24/24,2,$2.69,$1.33,$536.67
05/20/2024,Buy to Open,META 05/24/2024 480.00 C,CALL META PLATFORMS INC $480 EXP 05/24/24,2,$2.88,$1.32,-$577.32
05/20/2024 as of 05/17/2024,Expired,NVDA 05/17/2024 970.00 C,CALL NVIDIA CORP $970 EXP 05/17/24,-1,,,
05/17/2024,Buy,SLNA,SELINA HOSPITALITY PLC F,"1,000",$0.1279,,-$127.90
05/17/2024,Buy,NVDA,NVIDIA CORP,5,$932.95,,"-$4,664.75"
05/17/2024,Buy,MSTR,MICROSTRATEGY INC CLASS A,5,"$1,546.00",,"-$7,730.00"
05/17/2024,Sell to Close,NVDA 05/17/2024 950.00 C,CALL NVIDIA CORP $950 EXP 05/17/24,2,$0.90,$1.33,$178.67
05/17/2024,Buy to Open,NVDA 05/17/2024 950.00 C,CALL NVIDIA CORP $950 EXP 05/17/24,2,$1.43,$1.32,-$287.32
05/17/2024,Sell to Close,BABA 05/31/2024 84.00 P,PUT ALIBABA GROUP HLDG L$84 EXP 05/31/24,2,$0.43,$1.33,$84.67
05/16/2024,Sell,NVDA,NVIDIA CORP,5,$941.50,$0.04,"$4,707.46"
05/16/2024,Buy,NVDA,NVIDIA CORP,5,$943.37,,"-$4,716.85"
05/16/2024,Sell,SMCI,SUPER MICRO COMPUTER,3,$903.86,$0.02,"$2,711.56"
05/16/2024,Sell,SMCI,SUPER MICRO COMPUTER,4,$904.22,$0.03,"$3,616.85"
05/16/2024,Buy to Open,NVDA 05/17/2024 970.00 C,CALL NVIDIA CORP $970 EXP 05/17/24,1,$1.29,$0.66,-$129.66
05/16/2024,Buy to Open,BABA 05/31/2024 84.00 P,PUT ALIBABA GROUP HLDG L$84 EXP 05/31/24,2,$1.20,$1.32,-$241.32
05/16/2024,Sell to Close,BITO 06/21/2024 35.00 C,CALL PRSHR BITCOIN STRAT$35 EXP 06/21/24,1,$0.20,$0.66,$19.34
05/16/2024,Sell,GME,GAMESTOP CORP CLASS A,10,$29.7201,,$297.20
05/16/2024,Sell to Close,NVDA 05/17/2024 970.00 C,CALL NVIDIA CORP $970 EXP 05/17/24,1,$5.25,$0.66,$524.34
05/16/2024,Sell,GME,GAMESTOP CORP CLASS A,20,$33.5801,$0.01,$671.59
05/15/2024,Buy,GME,GAMESTOP CORP CLASS A,10,$40.34,,-$403.40
05/15/2024,Sell,NVDA,NVIDIA CORP,5,$946.80,$0.04,"$4,733.96"
05/15/2024,Buy to Open,NVDA 05/17/2024 970.00 C,CALL NVIDIA CORP $970 EXP 05/17/24,1,$3.70,$0.66,-$370.66
05/15/2024,Buy,GME,GAMESTOP CORP CLASS A,20,$37.2499,,-$745.00
05/15/2024,Buy,SMCI,SUPER MICRO COMPUTER,2,$929.4899,,"-$1,858.98"
05/15/2024,Sell,AVGO,BROADCOM INC,5,"$1,427.00",$0.06,"$7,134.94"
05/15/2024,Sell,GME,GAMESTOP CORP CLASS A,20,$36.7001,$0.01,$733.99
05/15/2024,Buy,GME,GAMESTOP CORP CLASS A,20,$38.8899,,-$777.80
05/15/2024,Buy,SMCI,SUPER MICRO COMPUTER,5,$898.4199,,"-$4,492.10"
05/15/2024,Buy,NVDA,NVIDIA CORP,5,$939.858,,"-$4,699.29"
05/15/2024,Sell to Close,VKTX 01/16/2026 100.00 C,CALL VIKING THERAPEUTICS$100 EXP 01/16/26,1,$21.70,$0.68,"$2,169.32"
05/15/2024,Sell to Close,TQQQ 05/17/2024 62.00 C,CALL PROSHR QQQ 3X $62 EXP 05/17/24,1,$1.19,$0.66,$118.34
05/15/2024,Sell to Close,TQQQ 05/17/2024 62.00 C,CALL PROSHR QQQ 3X $62 EXP 05/17/24,3,$1.02,$1.99,$304.01
05/15/2024,Buy,NVDA,NVIDIA CORP,5,$937.5199,,"-$4,687.60"
05/15/2024,Buy,NVDA,NVIDIA CORP,5,$926.2575,,"-$4,631.29"
05/14/2024,Buy to Open,TQQQ 05/17/2024 62.00 C,CALL PROSHR QQQ 3X $62 EXP 05/17/24,4,$0.69,$2.64,-$278.64
05/14/2024,Buy to Open,NFE 08/16/2024 35.00 C,CALL NEW FORTRESS ENERGY$35 EXP 08/16/24,2,$1.05,$1.32,-$211.32
05/14/2024,Buy to Open,NFE 08/16/2024 35.00 C,CALL NEW FORTRESS ENERGY$35 EXP 08/16/24,3,$1.00,$1.98,-$301.98
05/14/2024,Sell,BIL,SPDR BLOOMBERG 1 3 MNTH T BLL ETF,240,$91.5901,$0.22,"$21,981.40"
05/14/2024,Sell,AMC,AMC ENTERTAINMENT CLASS A,150,$11.14,$0.03,"$1,670.97"
05/13/2024,Buy,AMC,AMC ENTERTAINMENT CLASS A,50,$6.44,,-$322.00
05/13/2024,Buy,AMC,AMC ENTERTAINMENT CLASS A,100,$6.169,,-$616.90
05/13/2024,Sell,AMC,AMC ENTERTAINMENT CLASS A,100,$6.15,$0.02,$614.98
05/13/2024,Sell,AMC,AMC ENTERTAINMENT CLASS A,100,$6.14,$0.02,$613.98
05/13/2024,Sell,AMC,AMC ENTERTAINMENT CLASS A,100,$6.11,$0.02,$610.98
05/13/2024,Buy,AMC,AMC ENTERTAINMENT CLASS A,100,$5.44,,-$544.00
05/13/2024,Buy,AMC,AMC ENTERTAINMENT CLASS A,200,$5.2894,,"-$1,057.88"
05/13/2024,Sell to Close,ARM 05/17/2024 117.00 C,CALL ARM HLDGS PLC $117 EXP 05/17/24,1,$3.55,$0.66,$354.34
05/13/2024,Sell to Close,FXY 06/21/2024 61.00 C,CALL INVESCO CURRENCYSHA$61 EXP 06/21/24,4,$0.30,$2.65,$117.35
05/13/2024,Buy to Open,ARM 05/17/2024 117.00 C,CALL ARM HLDGS PLC $117 EXP 05/17/24,1,$2.75,$0.66,-$275.66
05/13/2024,Sell to Close,ARM 05/17/2024 117.00 C,CALL ARM HLDGS PLC $117 EXP 05/17/24,1,$2.75,$0.66,$274.34
05/13/2024,Buy to Open,ARM 05/17/2024 117.00 C,CALL ARM HLDGS PLC $117 EXP 05/17/24,1,$3.08,$0.66,-$308.66
05/13/2024,Sell,GME,GAMESTOP CORP CLASS A,50,$25.90,$0.02,"$1,294.98"
05/13/2024,Buy,GME,GAMESTOP CORP CLASS A,50,$24.0916,,"-$1,204.58"
05/09/2024,Sell to Close,GME 05/10/2024 18.50 C,TDA TRAN - Sold to Close 2 (GME May 10 2024 18.5 Call) @0.9500,2,$0.95,$1.33,$188.67
05/09/2024,Sell to Close,META 11/15/2024 550.00 C,TDA TRAN - Sold to Close 1 (META Nov 15 2024 550.0 Call) @27.5000,1,$27.50,$0.68,"$2,749.32"
05/08/2024,Buy to Open,GME 05/10/2024 18.50 C,TDA TRAN - Bought to Open 1 (GME May 10 2024 18.5 Call) @0.6200,1,$0.62,$0.66,-$62.66
05/08/2024,Buy to Open,GME 05/10/2024 18.50 C,TDA TRAN - Bought to Open 1 (GME May 10 2024 18.5 Call) @0.8600,1,$0.86,$0.66,-$86.66
05/08/2024,Sell,BIL,TDA TRAN - Sold 60 (BIL) @91.5139,60,$91.5139,$0.05,"$5,490.78"
05/08/2024,Sell to Close,META 05/10/2024 472.50 C,TDA TRAN - Sold to Close 1 (META May 10 2024 472.5 Call) @3.5500,1,$3.55,$0.66,$354.34
05/07/2024,Buy,AVGO,"TDA TRAN - Bought 5 (AVGO) @1,305.1599",5,"$1,305.1599",,"-$6,525.80"
05/07/2024,Buy to Open,META 05/10/2024 472.50 C,TDA TRAN - Bought to Open 1 (META May 10 2024 472.5 Call) @3.7000,1,$3.70,$0.66,-$370.66
05/07/2024,Sell to Close,GOOGL 05/10/2024 172.50 C,TDA TRAN - Sold to Close 3 (GOOGL May 10 2024 172.5 Call) @0.8800,3,$0.88,$1.99,$262.01
05/07/2024,Buy to Open,GOOGL 05/10/2024 172.50 C,TDA TRAN - Bought to Open 3 (GOOGL May 10 2024 172.5 Call) @0.8600,3,$0.86,$1.98,-$259.98
05/07/2024,Sell to Close,NVDA 05/10/2024 950.00 C,TDA TRAN - Sold to Close 1 (NVDA May 10 2024 950.0 Call) @3.0000,1,$3.00,$0.66,$299.34
05/07/2024,Buy to Open,NVDA 05/10/2024 950.00 C,TDA TRAN - Bought to Open 1 (NVDA May 10 2024 950.0 Call) @3.1000,1,$3.10,$0.66,-$310.66
05/07/2024,Sell to Close,NVDA 05/10/2024 950.00 C,TDA TRAN - Sold to Close 1 (NVDA May 10 2024 950.0 Call) @2.8600,1,$2.86,$0.66,$285.34
05/07/2024,Buy to Open,NVDA 05/10/2024 950.00 C,TDA TRAN - Bought to Open 1 (NVDA May 10 2024 950.0 Call) @5.0300,1,$5.03,$0.66,-$503.66
05/07/2024,Sell to Close,AVGO 05/10/2024 1400.00 C,TDA TRAN - Sold to Close 1 (AVGO May 10 2024 1400.0 Call) @0.9500,1,$0.95,$0.66,$94.34
05/07/2024,Sell to Close,META 05/10/2024 472.50 C,TDA TRAN - Sold to Close 1 (META May 10 2024 472.5 Call) @3.1000,1,$3.10,$0.66,$309.34
05/07/2024,Buy to Open,META 05/10/2024 472.50 C,TDA TRAN - Bought to Open 1 (META May 10 2024 472.5 Call) @2.6000,1,$2.60,$0.66,-$260.66
05/07/2024,Sell to Close,META 05/10/2024 470.00 C,TDA TRAN - Sold to Close 1 (META May 10 2024 470.0 Call) @2.9000,1,$2.90,$0.66,$289.34
05/07/2024,Buy to Open,META 05/10/2024 470.00 C,TDA TRAN - Bought to Open 1 (META May 10 2024 470.0 Call) @3.1000,1,$3.10,$0.66,-$310.66
05/07/2024,Sell to Close,NVDA 05/10/2024 945.00 C,TDA TRAN - Sold to Close 1 (NVDA May 10 2024 945.0 Call) @3.9500,1,$3.95,$0.66,$394.34
05/07/2024,Buy to Open,NVDA 05/10/2024 945.00 C,TDA TRAN - Bought to Open 1 (NVDA May 10 2024 945.0 Call) @4.0000,1,$4.00,$0.66,-$400.66
05/06/2024,Buy to Open,META 11/15/2024 550.00 C,TDA TRAN - Bought to Open 1 (META Nov 15 2024 550.0 Call) @24.9000,1,$24.90,$0.66,"-$2,490.66"
05/06/2024,Sell to Close,META 05/10/2024 470.00 C,TDA TRAN - Sold to Close 1 (META May 10 2024 470.0 Call) @4.0500,1,$4.05,$0.66,$404.34
05/06/2024,Buy to Open,META 05/10/2024 470.00 C,TDA TRAN - Bought to Open 1 (META May 10 2024 470.0 Call) @3.8300,1,$3.83,$0.66,-$383.66
05/06/2024,Sell to Close,META 06/21/2024 485.00 C,TDA TRAN - Sold to Close 1 (META Jun 21 2024 485.0 Call) @11.5500,1,$11.55,$0.67,"$1,154.33"
05/06/2024,Sell to Close,META 09/20/2024 550.00 C,TDA TRAN - Sold to Close 1 (META Sep 20 2024 550.0 Call) @14.0000,1,$14.00,$0.67,"$1,399.33"
05/06/2024,Buy to Open,LRCX 05/10/2024 965.00 C,TDA TRAN - Bought to Open 1 (LRCX May 10 2024 965.0 Call) @2.3000,1,$2.30,$0.66,-$230.66
05/06/2024,Buy to Open,AVGO 05/10/2024 1400.00 C,TDA TRAN - Bought to Open 1 (AVGO May 10 2024 1400.0 Call) @1.8000,1,$1.80,$0.66,-$180.66
05/03/2024,Sell to Close,QQQ 05/03/2024 435.00 P,TDA TRAN - Sold to Close 2 (QQQ May 3 2024 435.0 Put) @0.2900,2,$0.29,$1.33,$56.67
05/03/2024,Buy to Open,QQQ 05/03/2024 435.00 P,TDA TRAN - Bought to Open 2 (QQQ May 3 2024 435.0 Put) @0.3400,2,$0.34,$1.32,-$69.32
05/03/2024,Sell,GME,TDA TRAN - Sold 100 (GME) @14.7801,100,$14.7801,$0.03,"$1,477.98"
05/03/2024,Buy,GME,TDA TRAN - Bought 100 (GME) @14.7699,100,$14.7699,,"-$1,476.99"
05/03/2024,Buy,BIL,TDA TRAN - Bought 300 (BIL) @91.4700,300,$91.47,,"-$27,441.00"
05/03/2024,Sell to Close,AAPL 05/10/2024 187.50 C,TDA TRAN - Sold to Close 2 (AAPL May 10 2024 187.5 Call) @1.4900,2,$1.49,$1.33,$296.67
05/03/2024,Buy to Open,AAPL 05/10/2024 187.50 C,TDA TRAN - Bought to Open 2 (AAPL May 10 2024 187.5 Call) @1.4200,2,$1.42,$1.32,-$285.32
05/03/2024,Sell to Close,FXY 06/21/2024 61.00 C,TDA TRAN - Sold to Close 2 (FXY Jun 21 2024 61.0 Call) @0.9500,2,$0.95,$1.33,$188.67
05/03/2024,Sell to Close,TQQQ 05/03/2024 54.50 C,TDA TRAN - Sold to Close 1 (TQQQ May 3 2024 54.5 Call) @1.7400,1,$1.74,$0.66,$173.34
05/03/2024,Sell to Close,TQQQ 05/03/2024 54.50 C,TDA TRAN - Sold to Close 3 (TQQQ May 3 2024 54.5 Call) @1.7300,3,$1.73,$1.99,$517.01
05/02/2024,Buy to Open,TQQQ 05/03/2024 54.50 C,TDA TRAN - Bought to Open 1 (TQQQ May 3 2024 54.5 Call) @0.5400,1,$0.54,$0.66,-$54.66
05/02/2024,Buy to Open,TQQQ 05/03/2024 54.50 C,TDA TRAN - Bought to Open 3 (TQQQ May 3 2024 54.5 Call) @0.5500,3,$0.55,$1.98,-$166.98
05/01/2024,Buy to Open,META 09/20/2024 550.00 C,TDA TRAN - Bought to Open 1 (META Sep 20 2024 550.0 Call) @11.0000,1,$11.00,$0.66,"-$1,100.66"
05/01/2024,Sell,COIN,TDA TRAN - Sold 11 (COIN) @212.2000,11,$212.20,$0.02,"$2,334.18"
05/01/2024,Sell to Close,META 05/03/2024 455.00 C,TDA TRAN - Sold to Close 1 (META May 3 2024 455.0 Call) @1.7500,1,$1.75,$0.66,$174.34
05/01/2024,Sell,COIN,TDA TRAN - Sold 15 (COIN) @215.7000,15,$215.70,$0.03,"$3,235.47"
05/01/2024,Buy to Open,META 05/03/2024 455.00 C,TDA TRAN - Bought to Open 1 (META May 3 2024 455.0 Call) @2.7500,1,$2.75,$0.66,-$275.66
05/01/2024,Sell to Close,TQQQ 05/03/2024 53.00 C,TDA TRAN - Sold to Close 2 (TQQQ May 3 2024 53.0 Call) @1.9900,2,$1.99,$1.33,$396.67
05/01/2024,Buy to Open,TQQQ 05/03/2024 53.00 C,TDA TRAN - Bought to Open 2 (TQQQ May 3 2024 53.0 Call) @0.9000,2,$0.90,$1.32,-$181.32
05/01/2024,Sell,SMCI,TDA TRAN - Sold 1 (SMCI) @716.2501,1,$716.2501,$0.01,$716.24
04/30/2024,Sell,SMCI,TDA TRAN - Sold 1 (SMCI) @781.0100,1,$781.01,$0.01,$781.00
04/30/2024,Sell,BIL,TDA TRAN - Sold 223 (BIL) @91.7900,223,$91.79,$0.20,"$20,468.97"
04/30/2024,Sell,SMCI,TDA TRAN - Sold 1 (SMCI) @802.8000,1,$802.80,$0.01,$802.79
04/30/2024,Sell,SMCI,TDA TRAN - Sold 2 (SMCI) @942.0000,2,$942.00,$0.02,"$1,883.98"
04/29/2024,Buy,SMCI,TDA TRAN - Bought 2 (SMCI) @892.0000,2,$892.00,,"-$1,784.00"
04/29/2024,Buy,SMCI,TDA TRAN - Bought 3 (SMCI) @891.9899,3,$891.9899,,"-$2,675.97"
04/26/2024,Buy to Open,META 06/21/2024 485.00 C,TDA TRAN - Bought to Open 1 (META Jun 21 2024 485.0 Call) @9.1500,1,$9.15,$0.66,-$915.66
04/26/2024,Sell to Close,SPXW 04/26/2024 5120.00 C,TDA TRAN - Sold to Close 1 (SPXW Apr 26 2024 5120.0 Call) @0.2500,1,$0.25,$1.09,$23.91
04/26/2024,Buy to Open,SPXW 04/26/2024 5120.00 C,TDA TRAN - Bought to Open 1 (SPXW Apr 26 2024 5120.0 Call) @0.4500,1,$0.45,$1.09,-$46.09
04/26/2024,Buy to Close,GOOGL 04/26/2024 165.00 C,TDA TRAN - Bought to Close 2 (GOOGL Apr 26 2024 165.0 Call) @6.8000,2,$6.80,$1.32,"-$1,361.32"
04/26/2024,Sell to Close,GOOGL 05/03/2024 165.00 C,TDA TRAN - Sold to Close 2 (GOOGL May 3 2024 165.0 Call) @7.4500,2,$7.45,$1.34,"$1,488.66"
04/26/2024,Sell to Close,GOOGL 06/21/2024 165.00 C,TDA TRAN - Sold to Close 1 (GOOGL Jun 21 2024 165.0 Call) @11.1000,1,$11.10,$0.67,"$1,109.33"
04/26/2024,Buy to Open,GOOGL 06/21/2024 165.00 C,TDA TRAN - Bought to Open 1 (GOOGL Jun 21 2024 165.0 Call) @11.1000,1,$11.10,$0.66,"-$1,110.66"
04/26/2024,Sell to Close,GOOGL 06/21/2024 165.00 C,TDA TRAN - Sold to Close 2 (GOOGL Jun 21 2024 165.0 Call) @11.0000,2,$11.00,$1.35,"$2,198.65"
04/26/2024,Buy,GOOGL,TDA TRAN - Bought to Cover 200 (GOOGL) @171.4000,200,$171.40,,"-$34,280.00"
04/25/2024,Sell Short,GOOGL,TDA TRAN - Sold Short 50 (GOOGL) @180.2000,50,$180.20,$0.08,"$9,009.92"
04/25/2024,Sell Short,GOOGL,TDA TRAN - Sold Short 50 (GOOGL) @175.9600,50,$175.96,$0.08,"$8,797.92"
04/25/2024,Sell Short,GOOGL,TDA TRAN - Sold Short 50 (GOOGL) @176.0000,50,$176.00,$0.08,"$8,799.92"
04/25/2024,Sell Short,GOOGL,TDA TRAN - Sold Short 50 (GOOGL) @175.1944,50,$175.1944,$0.08,"$8,759.64"
04/25/2024,Sell to Close,ARM 04/26/2024 100.00 C,TDA TRAN - Sold to Close 1 (ARM Apr 26 2024 100.0 Call) @0.9100,1,$0.91,$0.66,$90.34
04/25/2024,Sell to Close,ARM 04/26/2024 100.00 C,TDA TRAN - Sold to Close 1 (ARM Apr 26 2024 100.0 Call) @0.8900,1,$0.89,$0.66,$88.34
04/25/2024,Sell to Close,ARM 04/26/2024 100.00 C,TDA TRAN - Sold to Close 1 (ARM Apr 26 2024 100.0 Call) @0.9200,1,$0.92,$0.66,$91.34
04/25/2024,Sell to Open,GOOGL 04/26/2024 165.00 C,TDA TRAN - Sold to Open 1 (GOOGL Apr 26 2024 165.0 Call) @1.4200,1,$1.42,$0.66,$141.34
04/25/2024,Buy to Open,GOOGL 05/03/2024 165.00 C,TDA TRAN - Bought to Open 1 (GOOGL May 3 2024 165.0 Call) @2.0100,1,$2.01,$0.66,-$201.66
04/25/2024,Sell to Open,GOOGL 04/26/2024 165.00 C,TDA TRAN - Sold to Open 1 (GOOGL Apr 26 2024 165.0 Call) @1.4300,1,$1.43,$0.66,$142.34
04/25/2024,Buy to Open,GOOGL 05/03/2024 165.00 C,TDA TRAN - Bought to Open 1 (GOOGL May 3 2024 165.0 Call) @2.0200,1,$2.02,$0.66,-$202.66
04/25/2024,Sell to Close,SPXW 04/25/2024 5060.00 C,TDA TRAN - Sold to Close 1 (SPXW Apr 25 2024 5060.0 Call) @1.2000,1,$1.20,$1.18,$118.82
04/25/2024,Buy to Open,SPXW 04/25/2024 5060.00 C,TDA TRAN - Bought to Open 1 (SPXW Apr 25 2024 5060.0 Call) @0.7000,1,$0.70,$1.09,-$71.09
04/25/2024,Buy to Open,GOOGL 06/21/2024 165.00 C,TDA TRAN - Bought to Open 2 (GOOGL Jun 21 2024 165.0 Call) @4.5000,2,$4.50,$1.32,-$901.32
04/25/2024,Sell to Close,META 08/16/2024 500.00 C,TDA TRAN - Sold to Close 1 (META Aug 16 2024 500.0 Call) @19.3000,1,$19.30,$0.68,"$1,929.32"
04/25/2024,Buy to Open,FXY 06/21/2024 61.00 C,TDA TRAN - Bought to Open 3 (FXY Jun 21 2024 61.0 Call) @0.6400,3,$0.64,$0.04,-$192.04
04/25/2024,Buy to Open,FXY 06/21/2024 61.00 C,TDA TRAN - Bought to Open 3 (FXY Jun 21 2024 61.0 Call) @0.6500,3,$0.65,$3.93,-$198.93
04/25/2024,Buy to Open,ARM 04/26/2024 100.00 C,TDA TRAN - Bought to Open 3 (ARM Apr 26 2024 100.0 Call) @1.2800,3,$1.28,$1.98,-$385.98
04/25/2024,Buy to Open,META 08/16/2024 500.00 C,TDA TRAN - Bought to Open 1 (META Aug 16 2024 500.0 Call) @15.3500,1,$15.35,$0.66,"-$1,535.66"
04/24/2024,Sell to Close,AMD 04/26/2024 150.00 P,TDA TRAN - Sold to Close 1 (AMD Apr 26 2024 150.0 Put) @1.2000,1,$1.20,$0.66,$119.34
04/24/2024,Sell to Close,AMD 04/26/2024 150.00 P,TDA TRAN - Sold to Close 2 (AMD Apr 26 2024 150.0 Put) @1.1400,2,$1.14,$1.33,$226.67
04/24/2024,Buy to Open,AMD 04/26/2024 150.00 P,TDA TRAN - Bought to Open 3 (AMD Apr 26 2024 150.0 Put) @0.9100,3,$0.91,$1.98,-$274.98
04/24/2024,Sell to Close,UBER 04/26/2024 69.00 P,TDA TRAN - Sold to Close 1 (UBER Apr 26 2024 69.0 Put) @1.0000,1,$1.00,$0.66,$99.34
04/24/2024,Sell to Close,UBER 04/26/2024 69.00 P,TDA TRAN - Sold to Close 2 (UBER Apr 26 2024 69.0 Put) @0.8900,2,$0.89,$1.33,$176.67
04/24/2024,Sell to Close,UBER 04/26/2024 69.00 P,TDA TRAN - Sold to Close 3 (UBER Apr 26 2024 69.0 Put) @0.7000,3,$0.70,$1.99,$208.01
04/24/2024,Sell to Close,SMH 05/03/2024 215.00 C,TDA TRAN - Sold to Close 2 (SMH May 3 2024 215.0 Call) @3.3500,2,$3.35,$1.34,$668.66
04/23/2024,Buy to Open,SMH 05/03/2024 215.00 C,TDA TRAN - Bought to Open 2 (SMH May 3 2024 215.0 Call) @1.7500,2,$1.75,$1.32,-$351.32
04/23/2024,Buy to Open,UBER 04/26/2024 69.00 P,TDA TRAN - Bought to Open 1 (UBER Apr 26 2024 69.0 Put) @0.5600,1,$0.56,$0.66,-$56.66
04/23/2024,Buy to Open,UBER 04/26/2024 69.00 P,TDA TRAN - Bought to Open 5 (UBER Apr 26 2024 69.0 Put) @0.6200,5,$0.62,$3.30,-$313.30
04/23/2024,Sell to Close,JPM 05/03/2024 197.50 C,TDA TRAN - Sold to Close 1 (JPM May 3 2024 197.5 Call) @0.5800,1,$0.58,$0.66,$57.34
04/23/2024,Buy to Open,JPM 05/03/2024 197.50 C,TDA TRAN - Bought to Open 1 (JPM May 3 2024 197.5 Call) @0.5800,1,$0.58,$0.66,-$58.66
04/23/2024,Sell to Close,TSM 07/19/2024 130.00 C,TDA TRAN - Sold to Close 1 (TSM Jul 19 2024 130.0 Call) @10.6500,1,$10.65,$0.67,"$1,064.33"
04/23/2024,Sell to Close,JPM 05/03/2024 195.00 C,TDA TRAN - Sold to Close 5 (JPM May 3 2024 195.0 Call) @1.1500,5,$1.15,$3.31,$571.69
04/23/2024,Sell to Close,NVDA 08/16/2024 1100.00 C,TDA TRAN - Sold to Close 1 (NVDA Aug 16 2024 1100.0 Call) @21.5500,1,$21.55,$0.68,"$2,154.32"
04/22/2024,Buy to Open,JPM 05/03/2024 195.00 C,TDA TRAN - Bought to Open 5 (JPM May 3 2024 195.0 Call) @0.6800,5,$0.68,$3.30,-$343.30
04/22/2024,Sell to Close,IWM 04/26/2024 197.00 C,TDA TRAN - Sold to Close 2 (IWM Apr 26 2024 197.0 Call) @1.4100,2,$1.41,$1.33,$280.67
04/22/2024,Buy to Open,TSM 07/19/2024 130.00 C,TDA TRAN - Bought to Open 1 (TSM Jul 19 2024 130.0 Call) @9.0500,1,$9.05,$0.66,-$905.66
04/22/2024,Sell to Close,ARM 04/26/2024 88.00 P,TDA TRAN - Sold to Close 1 (ARM Apr 26 2024 88.0 Put) @1.5500,1,$1.55,$0.66,$154.34
04/22/2024,Sell to Close,IWM 04/26/2024 195.00 C,TDA TRAN - Sold to Close 2 (IWM Apr 26 2024 195.0 Call) @2.0700,2,$2.07,$1.33,$412.67
04/22/2024,Buy to Open,IWM 04/26/2024 197.00 C,TDA TRAN - Bought to Open 2 (IWM Apr 26 2024 197.0 Call) @1.1500,2,$1.15,$1.32,-$231.32
04/22/2024,Buy to Open,IWM 04/26/2024 195.00 C,TDA TRAN - Bought to Open 2 (IWM Apr 26 2024 195.0 Call) @1.6800,2,$1.68,$1.32,-$337.32
04/22/2024,Sell to Close,ARM 04/26/2024 88.00 P,TDA TRAN - Sold to Close 1 (ARM Apr 26 2024 88.0 Put) @1.9500,1,$1.95,$0.66,$194.34
04/22/2024,Buy to Open,NVDA 08/16/2024 1100.00 C,TDA TRAN - Bought to Open 1 (NVDA Aug 16 2024 1100.0 Call) @15.8000,1,$15.80,$0.66,"-$1,580.66"
